4.688863460636564E-14 2.9253303771422826E-14 
2.2144180606436414E-13 8.746778559725549E-15 
4.688863460636564E-14 2.9253303771422826E-14 
2.2144180606436414E-13 8.746778559725549E-15 
4.688863460636564E-14 2.9253303771422826E-14 
2.2144180606436414E-13 8.746778559725549E-15 
4.688863460636564E-14 2.9253303771422826E-14 
2.2144180606436414E-13 8.746778559725549E-15 
4.688863460636564E-14 2.9253303771422826E-14 
2.2144180606436414E-13 8.746778559725549E-15 
4.688863460636564E-14 2.9253303771422826E-14 
2.2144180606436414E-13 8.746778559725549E-15 
4.688863460636564E-14 2.9253303771422826E-14 
2.2144180606436414E-13 8.746778559725549E-15 
4.688863460636564E-14 2.9253303771422826E-14 
2.2144180606436414E-13 8.746778559725549E-15 
4.688863460636564E-14 2.9253303771422826E-14 
2.2144180606436414E-13 8.746778559725549E-15 
2.2144180606436414E-13 8.746778559725549E-15 
4.688863460636564E-14 2.9253303771422826E-14 
2.2144180606436414E-13 8.746778559725549E-15 
4.688863460636564E-14 2.9253303771422826E-14 
4.688863460636564E-14 2.9253303771422826E-14 
2.2144180606436414E-13 8.746778559725549E-15 
2.2144180606436414E-13 8.746778559725549E-15 
4.688863460636564E-14 2.9253303771422826E-14 
4.688863460636564E-14 2.9253303771422826E-14 
2.2144180606436414E-13 8.746778559725549E-15 
4.688863460636564E-14 2.9253303771422826E-14 
2.2144180606436414E-13 8.746778559725549E-15 
4.688863460636564E-14 2.9253303771422826E-14 
2.2144180606436414E-13 8.746778559725549E-15 
4.688863460636564E-14 2.9253303771422826E-14 
2.2144180606436414E-13 8.746778559725549E-15 
4.688863460636564E-14 2.9253303771422826E-14 
2.2144180606436414E-13 8.746778559725549E-15 
2.2144180606436414E-13 8.746778559725549E-15 
4.688863460636564E-14 2.9253303771422826E-14 
2.2144180606436414E-13 8.746778559725549E-15 
4.688863460636564E-14 2.9253303771422826E-14 
2.2144180606436414E-13 8.746778559725549E-15 
4.688863460636564E-14 2.9253303771422826E-14 
2.2144180606436414E-13 8.746778559725549E-15 
4.688863460636564E-14 2.9253303771422826E-14 
2.2144180606436414E-13 8.746778559725549E-15 
4.688863460636564E-14 2.9253303771422826E-14 
2.2144180606436414E-13 8.746778559725549E-15 
4.688863460636564E-14 2.9253303771422826E-14 
4.688863460636564E-14 2.9253303771422826E-14 
2.2144180606436414E-13 8.746778559725549E-15 
2.2144180606436414E-13 8.746778559725549E-15 
4.688863460636564E-14 2.9253303771422826E-14 
4.688863460636564E-14 2.9253303771422826E-14 
2.2144180606436414E-13 8.746778559725549E-15 
4.688863460636564E-14 2.9253303771422826E-14 
2.2144180606436414E-13 8.746778559725549E-15 
4.688863460636564E-14 2.9253303771422826E-14 
2.2144180606436414E-13 8.746778559725549E-15 
2.2144180606436414E-13 8.746778559725549E-15 
4.688863460636564E-14 2.9253303771422826E-14 
4.688863460636564E-14 2.9253303771422826E-14 
2.2144180606436414E-13 8.746778559725549E-15 
4.688863460636564E-14 2.9253303771422826E-14 
2.2144180606436414E-13 8.746778559725549E-15 
4.688863460636564E-14 2.9253303771422826E-14 
2.2144180606436414E-13 8.746778559725549E-15 
4.688863460636564E-14 2.9253303771422826E-14 
2.2144180606436414E-13 8.746778559725549E-15 
2.2144180606436414E-13 8.746778559725549E-15 
4.688863460636564E-14 2.9253303771422826E-14 
2.2144180606436414E-13 8.746778559725549E-15 
4.688863460636564E-14 2.9253303771422826E-14 
2.2144180606436414E-13 8.746778559725549E-15 
4.688863460636564E-14 2.9253303771422826E-14 
4.688863460636564E-14 2.9253303771422826E-14 
2.2144180606436414E-13 8.746778559725549E-15 
2.2144180606436414E-13 8.746778559725549E-15 
4.688863460636564E-14 2.9253303771422826E-14 
4.688863460636564E-14 2.9253303771422826E-14 
2.2144180606436414E-13 8.746778559725549E-15 
2.2144180606436414E-13 8.746778559725549E-15 
4.688863460636564E-14 2.9253303771422826E-14 
4.688863460636564E-14 2.9253303771422826E-14 
2.2144180606436414E-13 8.746778559725549E-15 
2.2144180606436414E-13 8.746778559725549E-15 
4.688863460636564E-14 2.9253303771422826E-14 
4.688863460636564E-14 2.9253303771422826E-14 
2.2144180606436414E-13 8.746778559725549E-15 
2.2144180606436414E-13 8.746778559725549E-15 
4.688863460636564E-14 2.9253303771422826E-14 
4.688863460636564E-14 2.9253303771422826E-14 
2.2144180606436414E-13 8.746778559725549E-15 
2.2144180606436414E-13 8.746778559725549E-15 
4.688863460636564E-14 2.9253303771422826E-14 
2.2144180606436414E-13 8.746778559725549E-15 
4.688863460636564E-14 2.9253303771422826E-14 
2.2144180606436414E-13 8.746778559725549E-15 
4.688863460636564E-14 2.9253303771422826E-14 
2.2144180606436414E-13 8.746778559725549E-15 
4.688863460636564E-14 2.9253303771422826E-14 
